DHSID_EA,water_index
TZ-2007-5#-00000125,5.0
TZ-2012-6Z-00000575,5.0
TZ-2010-6#-00000055,1.7
TZ-2012-6Z-00000219,2.333333333333333
TZ-2003-4Z-00000008,
TZ-1999-4#-00000342,
TZ-2012-6Z-00000067,4.944444444444445
TZ-2017-7Z-00000022,4.4
TZ-2003-4Z-00000044,
TZ-2007-5#-00000366,3.1875
TZ-2010-6#-00000137,2.7222222222222223
TZ-2017-7Z-00000075,3.8181818181818175
TZ-2012-6Z-00000016,3.8333333333333335
TZ-2015-7Z-00000244,3.857142857142857
TZ-2003-4Z-00000205,
TZ-2007-5#-00000199,2.764705882352941
TZ-2015-7Z-00000014,4.047619047619048
TZ-2003-4Z-00000382,
TZ-2017-7Z-00000018,4.0
TZ-2007-5#-00000197,2.4444444444444446
TZ-2003-4Z-00000370,
TZ-2017-7Z-00000036,4.5
TZ-2007-5#-00000381,4.214285714285714
TZ-2010-6#-00000437,4.2727272727272725
TZ-2017-7Z-00000048,4.1
TZ-2015-7Z-00000576,4.318181818181818
TZ-2012-6Z-00000709,2.875
TZ-2017-7Z-00000133,3.136363636363636
TZ-2017-7Z-00000062,4.863636363636363
TZ-2017-7Z-00000118,4.2727272727272725
TZ-2010-6#-00000321,1.05
TZ-2015-7Z-00000338,4.363636363636363
TZ-2010-6#-00000052,2.8095238095238093
TZ-2007-5#-00000422,4.764705882352941
TZ-2010-6#-00000153,4.85
TZ-2010-6#-00000383,4.666666666666667
TZ-2015-7Z-00000118,3.8333333333333335
TZ-2012-6Z-00000228,2.833333333333333
TZ-2010-6#-00000450,2.863636363636364
TZ-2015-7Z-00000516,3.35
TZ-2015-7Z-00000328,3.0
TZ-2007-5#-00000106,4.25
TZ-2017-7Z-00000147,3.45
TZ-1999-4#-00000354,
TZ-2015-7Z-00000548,4.7727272727272725
TZ-1999-4#-00000336,
TZ-2015-7Z-00000255,1.3
